country_name,country_code,fert_rate,gdp_us_billion,health_exp_per_cap,health_exp_pub,prim_ed_girls,mat_mort_ratio,population
Aruba,ABW,1.6632500000000001,,,,48.72193908691407,,0.1037444
Afghanistan,AFG,4.9544999999999995,19.96101509410936,161.13803393333333,2.834597872880073,40.109707832336454,444.0,32.715838399999996
Angola,AGO,6.123000000000001,111.93654213391927,254.7479702166667,2.447545696861253,,501.25,26.9375448
Albania,ALB,1.76925,12.327585927329762,574.20269424,2.83602053709045,47.20108222961425,29.25,2.8882802
Andorra,AND,,3.197538228940905,4421.22493285,7.26028089180809,47.12334537506103,,0.07954739999999999
United Arab Emirates,ARE,1.7930000000000001,375.02708233739196,2202.4075691900002,2.5811678517954797,48.7892599105835,6.0,9.080299400000001
Argentina,ARG,2.3280000000000003,550.9809679060664,1148.2561422766667,2.782215559877803,48.91580963134766,53.75,42.9766748
Armenia,ARM,1.5455,10.88536249785674,348.66388423333336,1.9160160682579335,46.7821798324585,27.25,2.9046833999999997
American Samoa,ASM,,0.6405,,,,,0.055422
Antigua and Barbuda,ATG,2.082,1.2982134592592602,1152.49365642,3.6765135676954297,48.291463216145836,,0.0988724
Australia,AUS,1.8615000000000002,1422.9941164493941,4256.058988286667,6.292381022140567,48.57670688629152,6.0,23.4445596
Austria,AUT,1.4549999999999998,407.49427640618666,4930.298892726666,8.504276239564676,48.55607795715333,4.0,8.5662936
Azerbaijan,AZE,1.98,62.00300133208121,956.7097182566667,1.1972493259338735,46.157362937927275,25.25,9.5318558
Burundi,BDI,5.992249999999999,2.8769783077167985,59.69382980333334,4.4337486485913,50.48197078704835,747.25,9.9070146
Belgium,BEL,1.7550000000000001,494.2218355668306,4297.838005316667,8.221002516082557,48.86467456817628,7.0,11.228495
Benin,BEN,4.80675,8.778150629403713,83.72618966,2.206915534987997,47.21112728118897,417.5,10.2937146
Burkina Faso,BFA,5.564500000000001,11.753054368917898,87.14300884333333,3.02124589645002,48.21751976013182,384.25,17.5973946
Bangladesh,BGD,2.19325,174.5450993962128,85.96884353333333,0.8604467290934728,50.46056365966795,194.75,159.371214
Bulgaria,BGR,1.51,53.79761218192304,1266.8570031233332,4.24343723450253,48.31080245971678,10.75,7.2201508
Bahrain,BHR,2.06525,32.004010638297885,2030.1583157133334,2.9763856446069767,49.1168384552002,15.25,1.3498101999999998
"Bahamas, The",BHS,1.8772499999999999,8.688,1727.12838465,3.30862589660908,,81.5,0.38190359999999995
Bosnia and Herzegovina,BIH,1.267,17.323327125519377,941.5046552766667,6.841020543675686,48.6349048614502,11.75,3.5743956
Belarus,BLR,1.677,64.7829419100038,986.2367572066665,3.876601439555053,48.685741424560554,4.0,9.4803478
Belize,BLZ,2.59475,1.68032497,471.96746478666665,3.744844009097593,48.31723785400393,29.25,0.35176359999999995
Bermuda,BMU,1.6175,5.5556235,,,48.42358779907225,,0.0651008
Bolivia,BOL,2.99525,31.50932364688857,381.00759408,4.1920309648417335,48.4641752243042,218.25,10.5628028
Brazil,BRA,1.7952499999999998,2198.7656061029797,1303.1991035233334,3.7734729787537034,47.78457736968995,49.5,204.1595442
Barbados,BRB,1.79225,4.41308,1062.8400879033334,4.828679965783366,48.8781814575195,28.0,0.28333840000000005
Brunei Darussalam,BRN,1.884,15.719222550064279,1795.9241604266665,2.3351937441729635,48.5236988067627,23.75,0.41158120000000004
Bhutan,BTN,2.06125,1.9751453218996398,277.5266699633333,2.7069084526077667,49.572296142578125,161.75,0.7759054000000001
Botswana,BWA,2.8449999999999998,15.11339476560472,880.9092020666667,3.5520706486634097,48.84400939941406,138.75,2.1691704
Central African Republic,CAF,4.32775,1.7491098708109576,27.07032986,1.912777361775013,42.9607009887695,875.75,4.5292364
Canada,CAN,1.6002999999999998,1708.47362665977,4616.5391338733325,7.54624712193232,48.8089256286621,7.25,35.517119
Switzerland,CHE,1.53,676.6423587834814,6335.436387973333,7.642569254707826,48.5563278198242,5.25,8.18587
Chile,CHL,1.76825,259.208553907653,1650.5398007200001,3.6534318657023164,48.31952285766602,23.0,17.6117922
China,CHN,1.55875,10182.790478745175,657.7488592033333,3.015529819745927,46.29796409606933,28.75,1364.446
Cote d'Ivoire,CIV,5.030500000000001,32.53587528942458,178.43500299666667,1.78672395530591,46.22489452362058,678.25,22.5441312
Cameroon,CMR,4.7435,28.1421555748557,120.47446314666666,1.0059501538261901,46.69107691446937,614.0,22.2503426
"Congo, Dem. Rep.",COD,6.054,32.5386626418831,27.957825443333334,1.5363239495946701,47.026583353678404,731.75,73.79006940000001
"Congo, Rep.",COG,4.89,11.665576764119155,285.29209249666667,3.8062177982695267,51.5010986328125,461.5,4.8754652
Colombia,COL,1.9104999999999999,340.4058878744738,889.1433339733334,5.302124571334584,48.1455850601196,65.75,47.7796966
Comoros,COM,4.524,0.60391896505416,99.22193756666667,2.289039205974863,47.5157737731934,349.5,0.7595556
Cabo Verde,CPV,2.3215,1.7305435407805838,290.05756608333337,3.338769368179154,47.80511188507082,45.0,0.526599
Costa Rica,CRI,1.8315,51.82996607113029,1357.05840593,6.8940898771625365,48.5870246887207,26.0,4.7566448
Cuba,CUB,1.61775,79.519475,2057.4849448833334,9.208070802344007,47.69703674316408,40.25,11.4342988
Curacao,CUW,2.0500000000000003,,,,47.98674011230471,,0.1559594
Cayman Islands,CYM,,,,,49.86669540405275,,0.059158800000000004
Cyprus,CYP,1.4507500000000002,22.347398177402862,2130.017844033333,3.4048047757371833,48.6059226989746,7.0,1.1524754
Czech Republic,CZE,1.4925000000000002,200.53563125983297,2089.4476401666666,6.30660974350664,48.69373130798338,4.0,10.5316192
Germany,DEU,1.45,3601.226157523146,4909.6598842700005,8.542615278312446,48.568695068359375,6.25,81.2816448
Djibouti,DJI,3.23,1.530908235380175,290.77307336666667,5.777383567683837,46.361291503906244,241.5,0.9119568
Dominica,DMA,,0.5130350074814817,572.4137335766667,3.749851194005737,48.77422523498535,,0.0727854
Denmark,DNK,1.6949999999999998,326.096204297786,4776.310905783333,9.390534900931208,48.58234786987303,6.75,5.652916
Dominican Republic,DOM,2.495,65.4993582122922,529.46166858,2.7508850883064064,46.731947898864725,89.5,10.403855
Algeria,DZA,2.8659999999999997,190.734614950025,870.7665084933334,4.984251822612154,47.67561721801758,142.5,39.0990604
Ecuador,ECU,2.55625,96.6650964,838.4232284,3.7746116243088963,49.05202331542968,68.5,15.9027522
"Egypt, Arab Rep.",EGY,3.3235,308.49672182234724,567.9133202,2.0406946430853163,48.29769007364906,34.75,91.7800218
Eritrea,ERI,4.3245000000000005,,47.15522556,1.4299022428906067,46.3313694000244,524.5,
Spain,ESP,1.3075,1299.7242611903462,2963.8328245800003,6.545739104256701,48.722230911254876,5.0,46.5531276
Estonia,EST,1.54,23.9872406403397,1628.0575073466664,5.09425363965175,48.59607982635497,9.0,1.3174252
Ethiopia,ETH,4.45725,56.68196745417084,72.24587016666666,3.0439331981210134,47.3662274678548,397.0,97.394982
Finland,FIN,1.7425,253.6885205979164,3654.3427890766666,7.178223610809536,48.7393445968628,3.0,5.4578164000000005
Fiji,FJI,2.577,4.33093137812332,334.79315701,2.872533541295844,48.350320180257164,31.5,0.8860051999999999
France,FRA,2.005,2647.649725041198,4387.835406006667,8.920420072458906,48.77205022176107,8.75,66.3020988
Faroe Islands,FRO,2.525,2.4849821807894696,,,,,0.0488674
"Micronesia, Fed. Sts.",FSM,3.26925,0.31932078,456.40385147999996,12.037276582272233,48.0840301513672,103.25,0.104118
Gabon,GAB,3.93275,16.28349439641404,608.9278685233334,2.49753725020617,,302.0,1.8719523999999998
United Kingdom,GBR,1.8425000000000002,2768.864416903352,3357.98367464,7.720654755569743,48.79180908203123,9.25,64.64155720000001
Georgia,GEO,1.8169999999999997,15.3644508508605,610.8320533899999,1.3463998960467698,46.84591007232667,37.5,3.75288
Ghana,GHA,4.183,41.71889590854364,168.03785480000002,2.837240348248217,49.012948608398446,321.5,26.966282399999997
Gibraltar,GIB,,,,,,,0.034025599999999996
Guinea,GIN,5.0535,6.304230915099358,67.27933425666667,2.4044779329758774,45.41448974609377,689.25,11.82221
"Gambia, The",GMB,5.72925,0.9137731069335463,107.71135240333335,4.2998179098693265,50.989363861083994,724.0,1.9190783999999999
Guinea-Bissau,GNB,4.8685,1.0628306311309155,94.98589454666666,1.4538350870602799,,552.25,1.7263203999999999
Equatorial Guinea,GNQ,4.87875,17.62705982526364,1242.31756419,3.073460760921563,49.1626739501953,352.5,1.1297283999999999
Greece,GRC,1.3074999999999999,222.2062583491764,2258.1332220233335,5.77525231515136,48.49970372517904,3.0,10.8940516
Grenada,GRD,2.16025,0.9108434463703692,719.86367334,2.8852478753578565,47.9453099568685,27.0,0.106378
Greenland,GRL,2.03325,2.4158926680628574,,,,,0.0563776
Guatemala,GTM,3.2375,59.098538178476645,455.81992719666664,2.26812161608847,48.2587823867798,96.25,15.9251454
Guam,GUM,2.39625,5.46575,,,,,0.1612016
Guyana,GUY,2.5725000000000002,3.1087234691451235,384.51986291000003,3.4517631283496133,49.1861381530762,234.25,0.7632764000000001
"Hong Kong SAR, China",HKG,1.2095,292.0203588403156,,,47.941510200500495,,7.24724
Honduras,HND,2.4174999999999995,19.82920830720096,408.9210486866666,4.4428522268864805,48.75986671447753,134.25,8.8092686
Croatia,HRV,1.4725,54.08744241389729,1653.8633653266668,6.384841148383674,48.63642311096191,8.75,4.227168
Haiti,HTI,3.06825,8.373276259056789,142.24002326000002,1.4214429889025164,,367.0,10.5703694
Hungary,HUN,1.3925,129.4708638360708,1779.2018464433334,4.899672114893886,48.43465423583985,16.25,9.8681796
Indonesia,IDN,2.471,902.9448662199317,288.5604873933333,1.1256339362385768,48.1713056564331,136.75,255.064836
Isle of Man,IMN,,6.871989195429913,,,,,0.0825826
India,IND,2.4492499999999997,2019.0054113638482,241.57247706666666,1.29266565020746,49.49723434448239,185.25,1293.7425374000002
Ireland,IRL,1.96,259.8262591038286,3792.295305063333,5.36572995922089,48.77338981628415,8.0,4.6504692
"Iran, Islamic Rep.",IRN,1.7149999999999999,479.39809440850576,1090.20635686,2.7541474866226565,49.55066013336185,25.75,78.387593
Iraq,IRQ,4.58125,207.68538792719758,697.4151430533333,3.4457962374008932,,50.25,34.9968034
Iceland,ISL,1.9574999999999998,16.741584532024817,3702.76164249,7.080444901486967,49.205944061279304,3.5,0.32738659999999997
Israel,ISR,3.0625,295.57707281060505,2539.02468934,4.82484039634325,48.790702819824226,5.0,8.22258
Italy,ITA,1.39,2005.9839798519097,3266.98409374,6.984374437227344,48.40757274627684,4.0,60.3787954
Jamaica,JAM,2.06125,14.253139429626538,490.39083938333334,3.154157784432043,48.64080238342282,90.5,2.861635
Jordan,JOR,3.44025,35.306037014084495,798.4504709299999,5.191986655091476,48.8194808959961,58.75,8.7660894
Japan,JPN,1.43,5106.024760217122,3687.1262793366664,8.496073852643569,48.74419911702473,5.75,127.2971022
Kazakhstan,KAZ,2.6825,196.8188420634126,1001.7731090766666,2.321774272383673,48.740070343017564,13.0,17.2914164
Kenya,KEN,4.371,60.25039968070957,158.74605916666667,3.39106922943628,49.7365214029948,534.25,46.039110799999996
Kyrgyz Republic,KGZ,3.175,6.927546074023203,210.54498938333333,3.9055393981354136,48.7723026275635,78.25,5.84038
Cambodia,KHM,2.6630000000000003,16.866507248976237,181.14923253000003,1.38398913951946,47.9970073699951,169.75,15.2700706
Kiribati,KIR,3.74525,0.17743063628669958,179.37238297,8.279183590868037,49.55725479125975,95.0,0.1104816
St. Kitts and Nevis,KNA,,0.8327559703703702,1212.8796413166667,2.2345027732406,49.805050849914544,,0.0537216
"Korea, Rep.",KOR,1.232,1346.751161809782,2385.4472507133337,3.9156060539043165,48.023387908935526,12.0,50.7272118
Kuwait,KWT,2.1340000000000003,156.22612341393798,2101.92074378,2.3224234532746135,48.988735198974595,4.0,3.7529538
Lao PDR,LAO,3.02875,13.139116766433899,97.09030378,0.8999509558837889,47.797287940979,222.5,6.5816886
Lebanon,LBN,1.701,45.58199216742952,1035.3539097466667,3.11133652610386,48.29886722564697,16.0,5.5307864
Liberia,LBR,4.75675,1.966,87.69329877,3.1259250041197935,46.696933746337905,753.75,4.394407
Libya,LBY,2.48575,,955.38886122,3.23135971919533,,9.0,6.2253088
St. Lucia,LCA,1.902,1.362563866666668,798.3014489400001,3.7808934478298064,48.5907726287842,49.0,0.17642739999999998
Liechtenstein,LIE,1.535,6.170415565802819,,,48.899433135986335,,0.037115
Sri Lanka,LKA,2.09775,76.80850573253944,338.1849943666667,1.7620389637586502,49.2019500732422,31.25,20.79
Lesotho,LSO,3.2005,2.4532983672902637,276.05592505333334,8.312694455138901,48.99822235107422,520.25,2.146308
Lithuania,LTU,1.6125,44.401539334902054,1656.7189306966666,4.369686621952294,48.73595809936523,10.0,2.9310074
Luxembourg,LUX,1.53,60.55604483850084,6639.838536506667,5.916714766570794,48.5294494628906,10.25,0.5566401999999999
Latvia,LVA,1.5599999999999998,28.886049079434926,901.5695003566666,3.61067680453723,48.62838554382325,18.0,1.9957398
"Macao SAR, China",MAC,1.22075,48.0299144786307,,,47.86080837249755,,0.5880524
St. Martin (French part),MAF,1.8125,,,,,,0.031491200000000004
Morocco,MAR,2.52025,103.40232869435984,433.52598417333337,2.0468473738977635,47.54865169525147,128.75,34.3113496
Monaco,MCO,,,6421.678714573332,3.7200845395390565,49.63714313507077,,0.0381384
Moldova,MDA,1.2590000000000001,7.303144522668559,495.8394973133333,5.284283751166523,48.4139156341553,24.25,3.556118
Madagascar,MDG,4.438750000000001,10.184858603216025,50.23345227666667,1.9499882812843337,49.60866260528565,377.0,23.605231800000002
Maldives,MDV,2.1345,3.086803059723072,1555.4027141866666,8.507937562350401,48.487710952758796,70.75,0.401131
Mexico,MEX,2.2569999999999997,1188.8027797526602,1081.2089478566666,3.2258387132023834,48.906295776367166,40.0,124.2034496
Marshall Islands,MHL,,0.1843189,657.05933465,14.302529344530768,48.397281646728494,,0.0528828
"Macedonia, FYR",MKD,1.51675,10.5752956837322,803.8186522733334,4.243695503307347,48.40748977661133,8.0,2.0775568
Mali,MLI,6.2705,13.21037026753742,102.81779574,1.6509025894509632,46.25239690144857,603.75,16.9820152
Malta,MLT,1.4124999999999999,10.351058282829511,3028.6637297366665,6.640982593800353,48.78568553924557,9.5,0.4278028
Myanmar,MMR,2.225,63.09383998503963,92.99753884666666,0.8971250202059187,48.991458892822294,186.5,51.9295568
Montenegro,MNE,1.699,4.266611705982743,923.70021585,3.95294918586564,47.9289264678955,7.25,0.6217116
Mongolia,MNG,2.64775,12.00062066411712,484.82182589666667,2.364227435637417,48.8766222000122,48.0,2.9223008
Northern Mariana Islands,MNP,,0.82225,,,,,0.054412199999999994
Mozambique,MOZ,5.386000000000001,14.66550258724094,66.39433411333333,3.2774017235037305,47.62593746185303,521.5,27.232705399999997
Mauritania,MRT,4.63225,5.164009615558276,134.14110159999998,1.6557673587677002,50.5270595550537,642.0,4.0647376
Mauritius,MUS,1.4425000000000001,12.08954846894898,850.7323328433334,2.3409815761000097,49.39230537414552,53.75,1.2603094
Malawi,MWI,5.17875,5.883435315688628,90.69121178666666,6.186002064108926,50.351914405822754,633.0,17.0816944
Malaysia,MYS,1.94975,313.68619343210094,962.5955212033332,2.2395568200652303,48.67300987243655,42.25,30.2031234
Namibia,NAM,3.5352500000000004,12.06845351016548,804.9873692900001,5.08012395663654,49.08412551879886,280.0,2.371344
New Caledonia,NCL,2.25,,,,,,0.2682
Niger,NER,7.60775,7.501482314102046,50.059002639999996,2.6273352311315663,44.84112453460693,585.5,19.1752354
Nigeria,NGA,5.6755,486.1135787930049,201.2151061866667,0.9461106382633381,48.369808197021506,818.5,176.5516946
Nicaragua,NIC,2.28375,11.8747996874164,399.51202012333334,4.5920376329458295,,156.75,6.013763
Netherlands,NLD,1.7049999999999998,819.2849999852647,5162.190603533334,9.54222968897879,48.62519931793215,7.0,16.8765466
Norway,NOR,1.7825,457.5851861183048,6222.527709256666,8.029629495257069,48.916267395019524,5.0,5.1313927999999995
Nepal,NPL,2.2655,20.11661474871874,130.60260314,2.3415254235029535,50.62122955322264,283.0,28.3195058
Nauru,NRU,,0.1063907582683738,611.0208559366666,4.527931829989264,49.4094390869141,,0.0116954
New Zealand,NZL,2.005,185.5984128366328,3872.181037973334,9.285626630983527,48.7707052230835,11.5,4.52966
Oman,OMN,2.7914999999999996,74.55754052921552,1214.81694172,2.5595863851179366,50.0527048110962,17.75,3.9523243999999997
Pakistan,PAK,3.64825,250.9345888260688,126.57520115333334,0.9772017679231726,44.307200431823745,187.25,185.5508748
Panama,PAN,2.4535,48.2593427,1530.4603827066667,5.55129863810573,48.289173126220696,97.75,3.9037507999999996
Peru,PER,2.4665,195.24438695320538,613.3277576166666,3.070167498229807,48.887555122375495,71.25,30.9697092
Philippines,PHL,2.995,280.8384492060486,301.25195195000003,1.4833862072792634,47.887580871582,119.5,100.0973008
Palau,PLW,2.2199999999999998,0.25484,1389.99307719,6.623460464510603,46.42568969726563,,0.0211126
Papua New Guinea,PNG,3.7857499999999997,15.911157981239134,116.95722366,3.674942024531436,45.9072418212891,221.5,7.756860400000001
Poland,POL,1.3150000000000002,503.3112623386862,1548.3098286766665,4.5398599802454,48.74991099039713,3.0,38.0099046
Puerto Rico,PRI,1.469125,102.107758,,,48.49447758992513,14.75,3.5293854
"Korea, Dem. People's Rep.",PRK,1.9825000000000002,,,,49.0302810668945,86.25,25.113782
Portugal,PRT,1.2375,215.1436970551936,2649.3711930900004,6.209751979530426,47.90350532531735,10.25,10.4111776
Paraguay,PRY,2.56425,27.8331214395299,845.2076320699999,4.627366913237043,48.259361267089794,135.25,6.552394
West Bank and Gaza,PSE,4.208,12.50822,,,48.828519821167,47.5,4.296959599999999
French Polynesia,PYF,2.051,,,,,,0.2757226
Qatar,QAT,2.03375,181.77923076923062,2947.8867975,1.8538900512416099,49.01477622985838,13.25,2.3571606000000003
Romania,ROU,1.4924999999999997,185.3840910058606,1051.55074159,4.464052855105101,48.2542247772217,30.75,19.8942978
Russian Federation,RUS,1.7245,1822.691700385484,1755.5066347233333,3.7313543849780064,48.96807003021243,25.25,143.79350380000002
Rwanda,RWA,3.9632499999999995,7.918320022940794,120.47847416999998,2.87681860151848,50.664687156677246,312.0,11.3492844
Saudi Arabia,SAU,2.79225,707.9361203068187,2181.9168488866667,3.114480664433303,49.0342254638672,12.25,30.728077199999998
Sudan,SDN,4.3877500000000005,83.01673176742091,272.97578646666665,1.8446503945348365,46.56097412109375,321.0,37.7609308
Senegal,SEN,5.104,14.539554757942959,101.04295282,2.2787125704961797,51.88107776641848,331.0,14.551710400000001
Singapore,SGP,1.2425,298.724394241092,3645.6838765566667,1.7638939020802633,,10.75,5.4647216
Solomon Islands,SLB,3.9997500000000006,1.1145346158866538,111.67970298333334,4.908624181766517,47.98303031921385,120.0,0.5754898
Sierra Leone,SLE,4.6905,4.33160391188869,207.62576662666666,1.8531119430147698,50.09829076131183,1435.0,7.0801118
El Salvador,SLV,1.94725,25.213714,551.02845773,4.437423795251553,47.83211994171145,55.0,6.2820824
San Marino,SMR,1.26,,3437.29874696,5.752693127864313,45.6162605285645,,0.0326074
Somalia,SOM,6.514500000000001,5.78525,,,,762.75,13.527075
Serbia,SRB,1.45,41.07564366234174,1298.62668398,6.150193719073176,48.62535667419434,16.75,7.129316
South Sudan,SSD,5.066,11.480938596095084,58.56575184,0.9919316383920521,40.879081726074205,827.5,11.527917
Sao Tome and Principe,STP,4.60375,0.31453998636952274,304.2375325566666,3.2271253966339706,48.66416854858397,159.5,0.19133260000000002
Suriname,SUR,2.37325,4.773159015765863,967.8886274299999,3.1196826087520098,48.41834926605225,157.5,0.5478242
Slovak Republic,SVK,1.3550000000000002,93.89447347403916,2107.9176563833335,5.768967485963937,48.521589279174826,6.0,5.418425200000001
Slovenia,SVN,1.5725,46.04886267817398,2644.7762984533333,6.698656470408779,48.566329956054695,8.75,2.0614936
Sweden,SWE,1.89,540.626904309505,5134.5721130033335,10.010743543078172,49.60657787322998,4.0,9.7036342
Swaziland,SWZ,3.302,4.3468165429974,570.4680576100001,6.891502235769579,47.52440643310546,400.5,1.295364
Sint Maarten (Dutch part),SXM,,,,,49.5085506439209,,0.037552199999999994
Seychelles,SYC,2.3499999999999996,1.366581102988578,876.6314531633334,3.4136115716699535,49.52373313903811,,0.0915414
Syrian Arab Republic,SYR,2.96775,,269.9457394566667,1.5071657940034502,48.0473937988281,62.0,19.3196744
Turks and Caicos Islands,TCA,,,,,48.84688377380375,,0.0337034
Chad,TCD,6.210999999999999,11.945941624528256,69.90456083666668,1.7251939612574068,42.9292449951172,892.25,13.5740236
Togo,TGO,4.62,4.183610270151676,71.26382493666667,2.03780850710827,48.27047061920165,380.75,7.2309042
Thailand,THA,1.5167499999999998,406.1369035633878,581.9274869912847,3.1838418769340464,48.213033676147454,21.0,68.384986
Tajikistan,TJK,3.49575,8.036228249158343,169.74596961666666,1.97636710488105,48.260680389404286,33.25,8.3638436
Turkmenistan,TKM,2.31375,37.973095839599,288.57264374000005,1.3493030628425566,48.9068794250488,43.5,5.465637
Timor-Leste,TLS,5.797750000000001,1.36142965,98.57729620666667,1.1404404555964962,48.3373670578003,240.25,1.2127176000000002
Tonga,TON,3.74575,0.4391788826101096,250.96250386666665,3.98728453323454,47.697930653890005,129.25,0.1059094
Trinidad and Tobago,TTO,1.78275,24.57094700955452,1778.1480727033334,3.071370215589703,,63.25,1.3538766
Tunisia,TUN,2.1399999999999997,44.82437395584522,782.9505216133333,4.118770771623683,48.14213180541989,63.25,11.1444086
Turkey,TUR,2.078,895.1755765679472,997.3747721866666,4.189520726094493,48.78947734832763,17.5,77.0343452
Tuvalu,TUV,,0.036469991260732686,563.5005917766666,15.506929184673766,47.47241401672365,,0.01091
Tanzania,TZA,5.18125,44.935541798936875,131.70416161333333,2.64860900892141,50.6665802001953,429.5,52.281323799999996
Uganda,UGA,5.8225,25.941460671399586,132.8926844066667,2.01434911830823,50.0994853973389,366.5,38.865339
Ukraine,UKR,1.51025,135.3792751296947,628.5792541533334,3.9601854887442927,48.98419761657715,24.25,45.3027042
Uruguay,URY,2.0269999999999997,54.34513229567844,1721.5077522233332,6.04440273656012,48.295555114746044,15.5,3.4199772000000004
United States,USA,1.860875,17369.1246,9060.068657203336,8.12196076488071,48.75883007049557,14.0,318.5581748
Uzbekistan,UZB,2.37275,61.34064873788879,334.4767535866667,3.1188419869044797,48.387434387207044,37.0,30.7845
St. Vincent and the Grenadines,VCT,1.986,0.730106762962963,775.8033855500001,4.3657566491905735,48.536415100097656,45.75,0.1094206
"Venezuela, RB",VEN,2.37825,376.1462684839555,896.8153135466667,1.5870876871410466,48.40093421936032,97.0,30.7345238
British Virgin Islands,VGB,,,,,47.5815200805664,,0.0295854
Virgin Islands (U.S.),VIR,1.76,3.812,,,,,0.1041414
Vietnam,VNM,1.9595,181.8207364226802,368.37454959,3.7795012695747396,48.02105331420897,54.75,90.7424
Vanuatu,VUT,3.36475,0.7828759527813631,125.56871201666667,3.6898736920425095,47.3016166687012,82.5,0.25889639999999997
Samoa,WSM,4.11825,0.7998873473870242,366.35309605666663,5.697059229650603,48.35004933675129,54.75,0.192225
Kosovo,XKX,2.1425,6.804619738171179,,,,,1.81382
"Yemen, Rep.",YEM,4.22575,36.819336504567325,207.94969981666668,1.4178362585090734,44.4700756072998,399.75,26.2466076
South Africa,ZAF,2.37525,345.209888495274,1123.1426561266667,4.241441047099456,48.51629765828451,143.75,54.177209421701434
Zambia,ZMB,5.3942499999999995,24.280989919565002,185.55635888666666,2.6872899078255137,49.93448448181155,233.75,15.6332196
Zimbabwe,ZWE,3.943,15.49551386,115.51988077,2.695188287194643,49.529874801635756,398.0,15.420964
